Total Label: 5065


Location			Name								Type
803d3de4			tcReq								Data Label
8036d614			edgra_cam_pos								Data Label
803d4018			StopAtNextInt								Data Label
8013f570			SfxTabBURN								Data Label
803d5160			pio2_3t								Data Label
8012c420			shape.258								Data Label
803d478c			DoMeChris								Data Label
803d28c8			mg_player_y_offset								Data Label
803d2cd8			FarmTestIndx								Data Label
803d452c			subprop								Data Label
8012eca0			DingodileAnim								Data Label
8012eda8			RokKoAnim								Data Label
803d1fbc			CV_CONSTANTS								Data Label
8011ebb4			D3DDIRTYFROMTEXTURESTATE								Data Label
803d3020			NuCutSceneCharacterRelease								Data Label
80165c10			@85								Data Label
803d3a08			@416								Data Label
803525ac			EarthBoss								Data Label
803d3dc0			topPixOut								Data Label
801445f8			tMEMCARDCONTINUE								Data Label
801442b0			tEMPTY								Data Label
803d29d0			TUBBOOSTFRAMES								Data Label
803d49e4			edgra_mtl								Data Label
80143dd0			tTIMES								Data Label
8012fc48			SnowBoardAnim								Data Label
803d4d80			ovt								Data Label
8013c85c			lcutdircol								Data Label
80346ae4			GliderBullet								Data Label
80140a70			SfxTabMADNESS								Data Label
80169898			@267								Data Label
803d29f8			i_ring								Data Label
803d28e4			mg_wumpa_rand_rng								Data Label
803d42a8			DOCacheInitialized								Data Label
803d45ec			cp_fALONG								Data Label
803d436c			temp_cRPosCOUNT								Data Label
803d44d0			ChrisJointOveride								Data Label
80108678			D3DDIRTYFROMRENDERSTATE								Data Label
803d47e4			CARPETLOOPTIME								Data Label
80166300			@69								Data Label
803d2ec0			BOLTHOMESEEKTIME								Data Label
801374a8			SolarBowlerModelList								Data Label
803d3f88			__DBInterface								Data Label
8032e570			plr_conveyor_mom								Data Label
803d4d28			L4								Data Label
803d5688			@114								Data Label
803d413c			__AR_ExpansionSize								Data Label
803d3fe0			CancelLastError								Data Label
803d4b14			NuLgtArcLaserCnt								Data Label
803d4b44			pDropletTex								Data Label
803d341c			frame_2.13								Data Label
803d264c			newmask_advise								Data Label
803d3924			@98								Data Label
803d4d88			cp								Data Label
80122680			D3DSIMPLERENDERSTATEENCODE								Data Label
803d4c10			pio2_lo								Data Label
8012f2e8			CrashScubaSpinAnim								Data Label
803d41f4			__AXSpbAAL								Data Label
803d2eb4			SkipLeftB								Data Label
803d3d8c			t.224								Data Label
803d26e8			FBSCREAMVOL								Data Label
80124de8			CMD_BIGPENGUINP								Data Label
803d25c0			exit_demo_manual								Data Label
803d25cc			old_lang.356								Data Label
8012df38			SnowMachineAnim								Data Label
80165b40			...data.0								Data Label
8033dbb8			PadRecordPath								Data Label
803d39d0			HW2GXFiltConv								Data Label
803d2410			gamecut								Data Label
803d3df4			ioReq								Data Label
803d2474			new_mode								Data Label
80141e80			SfxTabCRUNCH								Data Label
80124140			CMD_DROID3								Data Label
8016aa00			@37								Data Label
8013ce08			bgload_objpos								Data Label
803d25ac			menu_language_wait								Data Label
803d2f7c			TRAILFUDGE								Data Label
803d2850			DRAWWORLDHACK								Data Label
80169c9c			switchdataD_80169c9c								Data Label
803d33c0			DoNotSiwzzle								Data Label
803d2b4c			gamesfx_volume								Data Label
80167a78			timing								Data Label
803d46d8			crates_destroyed								Data Label
803d45bc			HubLevel								Data Label
8034a6a8			AsteroidList								Data Label
801667d0			@34								Data Label
8016afec			@11								Data Label
801260fc			CMD_NINJASTALK								Data Label
803d2f48			RockPanelRotIncZ								Data Label
803d4a14			edobj_waypoint_mode								Data Label
803d2ac0			PAUSEPANELZ								Data Label
803d2eec			BALLHITVOLDIV								Data Label
803d49ac			edanim_nearest_particle								Data Label
80144568			tTCR_ABANDONTHISGAME								Data Label
8036cd14			GrassClumps								Data Label
803d22a8			SIDECAMDISTANCE								Data Label
803d4a90			EShadPoly								Data Label
80144a60			SpaceFirePosA								Data Label
8012d368			CortexAnim								Data Label
80143f80			tDOUBLEJUMP								Data Label
803d5720			@125								Data Label
80129318			CMD_FLYINGCRYSTAL								Data Label
8011a338			D3DTEXTUREDIRECTENCODE								Data Label
803d2f94			LastJeepWithinBounds.163								Data Label
803d349c			currentvtxtype								Data Label
803d3d08			NuRndrFogBlur								Data Label
801238dc			D3DDIRTYFROMTEXTURESTATE								Data Label
803d2344			CRATECOUNT								Data Label
80326070			Wumpa								Data Label
803d2304			CLOUDRNG								Data Label
803d4e90			huge								Data Label
803d2670			AKUAKUTILTX								Data Label
802229c0			...bss.0								Data Label
8011cf78			D3DTEXTUREDIRECTENCODE								Data Label
80135498			Space_SPACE_1STLEVEL_PlayList								Data Label
8013d048			FireEngineMoveInfo								Data Label
803d3154			ntal_first								Data Label
803d2d5c			WBCamZ								Data Label
803d3f58			HoldUp								Data Label
802ab6c8			GameCam								Data Label
803d38a4			_exit_dummy_ref								Data Label
803d2c20			WBTARGSEEKSPEEDZERO								Data Label
803cceb4			GSLights								Data Label
8010db48			D3DSIMPLERENDERSTATEENCODE								Data Label
80166470			@97								Data Label
80142750			SfxTabVORTEX								Data Label
803d2ba4			CRASHTEROIDSSATELLITEVOL								Data Label
803d4074			PostCB								Data Label
80330088			ShadRoofNorm								Data Label
803d2d7c			TORNADOINTERESTY								Data Label
80137574			TestZoneModelList								Data Label
803d3c2c			bug_scale								Data Label
803d4718			WesternTime								Data Label
803d200c			CV_LIGHT_POSITION								Data Label
8012f8e8			OctopusAnim								Data Label
80108668			D3DTEXTUREDIRECTENCODE								Data Label
803d2c24			WBTARGSEEKSPEEDNONZERO								Data Label
803d5738			@131								Data Label
803d474c			LIGHTCOUNT								Data Label
80167ce4			@340								Data Label
803d40ec			__OldStack								Data Label
80166680			@68								Data Label
803d2d80			FFTWEENTIME								Data Label
80135ef0			Deb3Emit								Data Label
80138b98			ObjTab								Data Label
803d3118			rndrmtx_cnt_max								Data Label
803d3454			saveload_status								Data Label
8016bbec			CutInst								Data Label
803d5730			@129								Data Label
8010b060			D3DDIRTYFROMRENDERSTATE								Data Label
803d2db0			jonrotx								Data Label
803d28f4			mg_wumpagibber								Data Label
8012de90			MoleAnim								Data Label
803d27d0			pause_scene								Data Label
803d2700			MAXWATERTIME								Data Label
803d2fd0			edanim_emitroty								Data Label
803d209c			CV_FUR_PARAMS								Data Label
80161cc0			REMAP_AVALANCHE								Data Label
803d3df8			viReq								Data Label
801097b0			D3DTEXTUREDIRECTENCODE								Data Label
8016e3e0			wobble_table								Data Label
8016aadc			@456								Data Label
803d4ae0			glass_mtl_blendskin								Data Label
80218f98			RunQueue								Data Label
803d57d8			@127								Data Label
803d2934			bgloadgibbercntx								Data Label
8011adf0			D3DSIMPLERENDERSTATEENCODE								Data Label
803d24ec			plr_rebound								Data Label
803d4948			BigGunDraw								Data Label
8016666c			@67								Data Label
80169868			@266								Data Label
803d2c50			FIXY								Data Label
80167c60			@337								Data Label
803d2dd0			WBMASKEYESRAD								Data Label
80122c4c			D3DSIMPLERENDERSTATEENCODE								Data Label
803d44c4			in_s_friction								Data Label
803d5610			@218								Data Label
803d4264			__cpReg								Data Label
803d33a0			GXWhite								Data Label
8033f20c			carpet_splpos								Data Label
801607f0			fmode								Data Label
803d577c			@195								Data Label
80161d5c			REMAP_DROIDVOID								Data Label
80161d4c			REMAP_GOLDRUSH								Data Label
803d5140			pio2_1t								Data Label
803d2fdc			edbitsSfxVol								Data Label
8037e520			ObjectAnim								Data Label
8016aab8			Si								Data Label
803d56c8			@123								Data Label
803d27ec			YTOL								Data Label
803d29e8			GATECOUNT								Data Label
803d3edc			BI2DebugFlag								Data Label
803d2d24			HITSHIELDVOL								Data Label
8013700c			TsunamiChaseData								Data Label
803d48d4			EarthBossJustEntered								Data Label
803d4a8e			eshadhit								Data Label
80119cc0			D3DTEXTUREDIRECTENCODE								Data Label
803d2420			gamecut_sfx								Data Label
80330094			BaseWheelPosition								Data Label
80129bc4			CMD_EARTHCRUNCH								Data Label
8034387c			WBIntroGliderPos								Data Label
803d28e8			mg_wumpa_rng								Data Label
803d2a84			PANELWUMPAYROT								Data Label
803d3bf8			earth_attack_wait								Data Label
8016a390			GXEurgb60Hz240DsAa								Data Label
801371d0			ThatSinkingFeelingModelList								Data Label
8034338c			sfxpath								Data Label
80165ffc			@357								Data Label
803d4060			retraceCount								Data Label
8011e43c			D3DDIRTYFROMTEXTURESTATE								Data Label
8013cc08			world_scene								Data Label
80161dcc			REMAP_CRATEBALLSOFFIRE								Data Label
803d4038			Breaking								Data Label
803d4538			wdir								Data Label
801219bc			D3DDIRTYFROMTEXTURESTATE								Data Label
803d4426			temp_surface_yrot								Data Label
8012f240			Droid4Anim								Data Label
803d4ab8			TerrShape								Data Label
803d2dfc			WBANGOFF2								Data Label
80354430			RockPanelObj								Data Label
80167450			@237								Data Label
803d3298			ProgressPercent								Data Label
803d2c6c			BEENHITTORNBUZZTIME								Data Label
8012ded8			DrillAnim								Data Label
803d4bc0			sectorSize								Data Label
80166784			@31								Data Label
803d4ae8			depthMtl								Data Label
803d4140			__AR_StackPointer								Data Label
801194e8			D3DTEXTUREDIRECTENCODE								Data Label
8011f1fc			D3DSIMPLERENDERSTATEENCODE								Data Label
8037e620			edobj_cam_pos								Data Label
803d26a0			FIREBOSSHOLDINTROTIME								Data Label
803d4b7c			globalix1								Data Label
8016a9a4			@310								Data Label
803d2b68			tJCANCEL2								Data Label
803d29fc			RINGCOUNT								Data Label
803d400c			bb2								Data Label
803d5120			half								Data Label
803d4b00			NuLightHazePolyvs								Data Label
803d27c4			crate_scene2								Data Label
801444f0			tGAMESAVED								Data Label
803d41d8			__AXUserFrameCallback								Data Label
803d23a0			total_char_loadtime								Data Label
803d2d4c			WeatherCamDistY								Data Label
80306b8c			grphase								Data Label
803d56b8			@229								Data Label
80143998			PlaceName3								Data Label
803d2624			TT_SCALE								Data Label
8013ca08			foot_v								Data Label
803d3224			PadRecInfo								Data Label
8021e6a0			__AXOutSBuffer								Data Label
80135e84			HutList								Data Label
803d30a4			initialised								Data Label
803d3f70			Reschedule								Data Label
801447c0			tMEMCARDACCESS								Data Label
803d2ee8			BALLBUZZLIMCOS								Data Label
803d2298			NORMALCAMERAHEIGHT								Data Label
803d4210			__AXMaxDspCycles								Data Label
803d4430			plr_bonus_wumpas								Data Label
803d2530			CRATECOUNT3DSCALE								Data Label
8016bcec			ghg_insts								Data Label
8034a650			ExtroStillVelocity								Data Label
803d2ee4			BALLBUZZMIN								Data Label
803d335c			GX_White								Data Label
803d2e5c			SMALLSCALE								Data Label
803d3368			GS_MaterialSourceEmissive								Data Label
803d2cf0			HovaRad								Data Label
8011f154			D3DDIRTYFROMTEXTURESTATE								Data Label
803d4990			edanim_nearest								Data Label
80143d28			tMUSICVOLUME								Data Label
803d2940			bgloadgibberratey								Data Label
803d3180			dynamicWaterTurbulenceFrequency								Data Label
803d2310			cloudGobj								Data Label
80143ed8			tDEATHTORNADOSPINTEXT								Data Label
803d33f8			pSPTable1								Data Label
80161d28			REMAP_WIZARDSANDLIZARDS								Data Label
8032bf7c			finish_newpos								Data Label
803d4034			WaitingCoverClose								Data Label
8032509c			proberot								Data Label
801661d8			@364								Data Label
803d4a94			shadroofhit								Data Label
803d328c			fileoffset								Data Label
803d40f8			bound_32KHz								Data Label
8012687c			CMD_FLAMINGO								Data Label
803d30cc			HazeValue								Data Label
803d2348			num_crates_used								Data Label
803d2bd8			BEENHITBIGBUZZTIME								Data Label
803d3f08			AlarmQueue								Data Label
801669e4			switchdataD_801669e4								Data Label
80104960			D3DSIMPLERENDERSTATEENCODE								Data Label
803d2b0c			ATMBOSSBARSCALEX								Data Label
803d2de0			EYEBOLTFIRESPEED								Data Label
803d2ff4			edpp_rotz								Data Label
803524fc			BoltMtxA								Data Label
80166748			@12								Data Label
8016a740			@133								Data Label
803d4708			JeepIntroCamSpline								Data Label
803d2efc			ATLASBOOSTSPEED								Data Label
803d3cf8			lighthaze_mtl								Data Label
803d2f88			AngleY.836								Data Label
801444c0			tSAVING								Data Label
8011af48			D3DDIRTYFROMRENDERSTATE								Data Label
803d3050			isBitCountTable								Data Label
803d2e1c			WBDISTANCEYTIME								Data Label
801050a0			D3DTEXTUREDIRECTENCODE								Data Label
80136fe8			TsunamiModelList								Data Label
8011d0c8			D3DSIMPLERENDERSTATEENCODE								Data Label
803d3cb4			Timer.549								Data Label
803d4308			LEVELAICOUNT								Data Label
803d3ee8			ZeroF								Data Label
80338008			WallOfFirePosition								Data Label
803d3da4			DiskId								Data Label
803d2748			memcard_loadmessage_delay								Data Label
803d4a28			BridgeFree								Data Label
803d2644			MECHTARGETHACK								Data Label
803d2c80			WBBARRELSEEKSPEEDNONZERO								Data Label
803d4b70			timer_start								Data Label
803d4254			__DSP_first_task								Data Label
803d2e6c			MatchMinDist								Data Label
80167328			@7								Data Label
803d3c34			bug_xrot								Data Label
803d3ea0			Time3.22								Data Label
803d3ffc			DVDInitialized								Data Label
803d2e9c			HAILFLYUPSPEED								Data Label
8021ad70			profile								Data Label
803d25b4			cheating								Data Label
803d23e4			TITLESTARTTIME								Data Label
803d26b8			FOOTSTEPVOL								Data Label
80167a78			...data.0								Data Label
803d4028			LastResetEnd								Data Label
803d43fc			temp_ratio								Data Label
803d4930			RumbleStoreCrashRoks								Data Label
803d3d90			u.225								Data Label
803251b0			TempLights2								Data Label
803d4250			__DSP_last_task								Data Label
8012dcf8			FishyAnim								Data Label
803d3e30			__DTKPlayListTail								Data Label
8011c690			D3DTEXTUREDIRECTENCODE								Data Label
801664fc			@113								Data Label
80352930			PlayerAtlas								Data Label
803d227c			crunchtime_phase3tab								Data Label
8011b5f4			D3DDIRTYFROMTEXTURESTATE								Data Label
803d3e48			__DTKVolumeL								Data Label
803d38e8			autoInvalidation								Data Label
803d473c			FireBossCam								Data Label
803d4a88			EShadRoofPoly								Data Label
80143b00			tWARPROOM								Data Label
803d22b4			CAMSTOPNEAR								Data Label
803d5148			pio2_2								Data Label
803d3da8			DefaultFifo								Data Label
803d4508			rsfxpt								Data Label
803d316c			dynamicWaterBlurDist								Data Label
801bd118			vtx.247								Data Label
803d25a0			ExtraMoves								Data Label
803d4248			__DSP_rude_task								Data Label
803d4188			__AXCallbackAuxA								Data Label
80233228			RDSTHandler								Data Label
803d2968			MAXLAPS								Data Label
803d33b8			GS_TexAllocs								Data Label
803d3d34			dynamicWaterForceTex								Data Label
803d25b8			memtest_done								Data Label
803d2274			crunchtime_phase1tab								Data Label
803d24a4			temp_character2_action								Data Label
803d39e8			@411								Data Label
803d2ad8			PAUSEHMUL								Data Label
803d3d9c			ImageSize								Data Label
801293c0			CMD_CLOCK								Data Label
80161cb4			REMAP_SMOKEYANDTHEBANDICOOT								Data Label
803d5770			@192								Data Label
803d5cfc			pio2_1t								Data Label
803d245a			rrrt								Data Label
803502a4			WeatherBoss								Data Label
8037fe6c			edpp_ptls								Data Label
803d4858			BulletNumFrees								Data Label
803d44a0			tumble_cycleduration								Data Label
8012966c			CMD_FLYINGCRATEGEM								Data Label
8013757c			LData								Data Label
803d2708			sf2								Data Label
80136fa0			BanzaiBonsaiModelList								Data Label
803d2e44			CHESTATTACKBVOL								Data Label
8016d004			frustrumplanes								Data Label
80122ea0			D3DSIMPLERENDERSTATEENCODE								Data Label
803d3288			filelength								Data Label
803d4e88			twom54								Data Label
803d38e0			@116								Data Label
803d311c			geomitem_cnt_max								Data Label
8013d000			MechMoveInfo								Data Label
803d3c88			level_clearcolour								Data Label
80166bcc			@799								Data Label
8011d518			D3DDIRTYFROMRENDERSTATE								Data Label
803d4a80			eshadroofhit								Data Label
803d58d0			zero								Data Label
8012f048			ScooterAnim								Data Label
803d2f18			BOSSLANDVOL								Data Label
803d29e4			plr_gates								Data Label
8016ca88			GliderAutoPosition								Data Label
80123084			D3DDIRTYFROMTEXTURESTATE								Data Label
8012f420			WeatherBossBangAnim								Data Label
803d5600			@193								Data Label
803d288c			bgload_objstart								Data Label
803d2660			FIZZLEVOL								Data Label
803d4910			trailair								Data Label
803d3030			locatorfns								Data Label
803d4040			WorkAroundSeekLocation								Data Label
803d5d10			init_jk								Data Label
803d2fe4			edobj_base_scene								Data Label
8011a1f0			D3DSIMPLERENDERSTATEENCODE								Data Label
803d4584			font3d_dy								Data Label
803d2cb4			GLIDENGRUMBLE								Data Label
803d4848			FreeGliderBulletNum								Data Label
8016aa70			@407								Data Label
8013c744			CamVec								Data Label
80161e04			REMAP_SPACE								Data Label
803d4818			Level_GliderCentreZ								Data Label
8011fd44			D3DDIRTYFROMRENDERSTATE								Data Label
803d273c			memcard_deletestarted								Data Label
80165578			time_string								Data Label
80133728			GameCut_EARTH_1STLEVEL								Data Label
80165f6c			@355								Data Label
803d22e4			tOutCamRail								Data Label
803d4224			__AXMaxProfiles								Data Label
803d492c			RumbleStoreCrunchRoks								Data Label
80106098			D3DDIRTYFROMRENDERSTATE								Data Label
803d44e0			credit_time								Data Label
80354400			RockPanelDest								Data Label
803d3938			FirstRead								Data Label
8013350c			cutpos_FRONTEND								Data Label
80129528			CMD_CRATEGEM								Data Label
8016a1ec			GXPal264DsAa								Data Label
8010f2f8			D3DSIMPLERENDERSTATEENCODE								Data Label
803d2be0			YAdj								Data Label
803d4314			temp_creature_i								Data Label
803d45c4			HubLevel_available								Data Label
8034a4f8			PlayerPlane								Data Label
80169c58			switchdataD_80169c58								Data Label
803d4bec			Green								Data Label
803d2694			FIREBOSSENDRUNAWAY								Data Label
8012f0f0			WheelaAnim								Data Label
803d2ca8			OIDZOFPITCHSLOPE								Data Label
803d40bc			RecalibrateBits								Data Label
803d5d08			pio2_3								Data Label
8010f964			D3DDIRTYFROMTEXTURESTATE								Data Label
8013c590			TerLayer								Data Label
801b8850			faceonmtllist								Data Label
8011f4e4			D3DSIMPLERENDERSTATEENCODE								Data Label
80144400			tCONFIRMCREATESAVEGAME								Data Label
80144c50			GliderCollPoints								Data Label
803d5844			@64								Data Label
8016cf04			vpcsmtx								Data Label
803d1bd0			curtime								Data Label
803d2f68			RADARBASESCALE								Data Label
80338168			TrailPos								Data Label
803d22bc			ATLASCAMHEIGHT								Data Label
80123d68			CMD_CLAM								Data Label
803d3c74			WaterCurrentAngleY.342								Data Label
803d2cd4			GLIDRUMVOL								Data Label
803d2fac			debris_render_group								Data Label
803d2ff0			edpp_emitroty								Data Label
803d4398			pVTog								Data Label
803d5778			@194								Data Label
80144340			tDELETEGAME								Data Label
80166218			@384								Data Label
803d2b20			FIREBOSSBARSCALEX								Data Label
8016cdc4			cmtx								Data Label
803d573c			@132								Data Label
803d2f30			RockPanelSpacing								Data Label
803d2e94			LighteningFallXMax								Data Label
801619e0			VolConvert								Data Label
803d2e08			WBSNOWCONESPEED								Data Label
803d2e2c			WBLOLOTILTX								Data Label
80127e18			CMD_VULTURE								Data Label
803d27a8			texanimbits								Data Label
803d43b8			bonus_pCAM								Data Label
8011a8e0			D3DSIMPLERENDERSTATEENCODE								Data Label
8016c72c			Vel.211								Data Label
803d2df8			WBANGSCALE2								Data Label
8016ab24			@462								Data Label
8033f224			OppTub								Data Label
80338020			JeepBalloon								Data Label
80354440			RockPanelData								Data Label
80142540			SfxTabHEIGHTS								Data Label
803d5ce8			zero								Data Label
8012dfe0			BabyRhinoAnim								Data Label
8011c6a0			D3DDIRTYFROMRENDERSTATE								Data Label
803d3238			dmatag.174								Data Label
801632c0			CrashSave								Data Label
80137578			CreditsModelList								Data Label
8016bc6c			cutdebgroups								Data Label
803d3378			lightnegx								Data Label
80330a70			IdealObjPos								Data Label
803d4e08			aT								Data Label
803d2ea4			HAILHIDDENTIME								Data Label
803d294c			GBABG_Ptr								Data Label
80125238			CMD_KNIGHT								Data Label
8016bb60			bug_splpos								Data Label
8016c744			BackCamPos.215								Data Label
803d2458			rrri								Data Label
803d2780			SWIDTH								Data Label
801374c8			CortexVortexModelList								Data Label
801bad18			wateritem								Data Label
803d4b2c			NuLgtArcU0								Data Label
803d23d4			HUBREFLECTY								Data Label
80143500			LevelName								Data Label
803d4710			SmokeyCam								Data Label
8016625c			@387								Data Label
803d54d8			__clz_tab								Data Label
8011c2a8			D3DSIMPLERENDERSTATEENCODE								Data Label
803d3078			glass_col_enabled								Data Label
80111f00			D3DDIRTYFROMTEXTURESTATE								Data Label
8021e920			__AXLocalProfile								Data Label
803d292c			bgloadgibberscalecnt								Data Label
80302a90			ShadNorm								Data Label
803d4368			temp_best_cRPos								Data Label
803d339c			whitecolour								Data Label
80166d48			@802								Data Label
80144d04			WBLeftFirePos								Data Label
80233088			...bss.0								Data Label
8011baa0			D3DDIRTYFROMRENDERSTATE								Data Label
8011f62c			D3DTEXTUREDIRECTENCODE								Data Label
8010b050			D3DTEXTUREDIRECTENCODE								Data Label
803d4204			__AXSpbABR								Data Label
803d26a4			FIREBOSSENDCHASE								Data Label
8034380c			GliderTargetPos								Data Label
803d2d18			jtemp1								Data Label
803d5750			@166								Data Label
8012822c			CMD_OCTOPUS								Data Label
80125e44			CMD_KOICARP								Data Label
8016a834			@168								Data Label
803d278c			memdump_enabled								Data Label
803d262c			max_game_percentage								Data Label
80160c68			dummypos								Data Label
803d29b8			carpet_action								Data Label
80232800			...bss.0								Data Label
803d4970			freeDmaDebType								Data Label
803d4d60			P5								Data Label
803d4374			cut_on								Data Label
803d2b54			gamesfx_edbits								Data Label
80355758			WeatherBossMovePoint								Data Label
8012e658			ZoffaAnim								Data Label
803d4814			WeatherBossTargetAppearTimer								Data Label
80143e18			tSUPERBELLYFLOPTEXT								Data Label
803d3470			shaderselected								Data Label
803d46dc			crate_wumpa								Data Label
80165734			PPCHaltPatch								Data Label
803d46d4			temp_roof_zrot								Data Label
803d40d4			recalibrated$396								Data Label
80169b20			switchdataD_80169b20								Data Label
803d2ad4			PAUSEPERCENTY								Data Label
80133a88			Space_EARTH_BOSS_PlayList								Data Label
803d2eac			SkipNum								Data Label
803d3e20			__AMStackLocation								Data Label
803d48b0			RumbleCamTweenDest								Data Label
803d55f0			_three$localstatic1$sqrt__Ff								Data Label
803d23ac			OFFROADERSEEK								Data Label
80166840			@36								Data Label
803d3c4c			JCamMag.210								Data Label
803d254c			i_newwumpa								Data Label
80166b18			@795								Data Label
803d3dfc			peReq								Data Label
8030292c			TempRPos								Data Label
80123180			D3DSIMPLERENDERSTATEENCODE								Data Label
803d31f0			fseed								Data Label
8016a264			GXPal264IntAa								Data Label
803d4608			temp_hundredths								Data Label
803d296c			SWEEPATTACKSTARTTIME								Data Label
803d28d4			mg_player_tilt								Data Label
803d3e18			GS_TexList								Data Label
803d3f30			__OSLastInterrupt								Data Label
803d24d4			hub_vr_newscale								Data Label
803d2ca0			OIDENGPITCHSLOPE								Data Label
803d207c			CV_UV_OFFSETS_1								Data Label
8016ab88			XYNTSC								Data Label
803d4330			temp_iALONG								Data Label
80349fb4			UsedEnemyGliderBulletList								Data Label
803d2324			lock_crate								Data Label
8010ccb0			D3DDIRTYFROMRENDERSTATE								Data Label
80143d88			tCRYSTALS								Data Label
803d41a8			__AXAuxDspWritePosition								Data Label
803d4a7e			ecastnum								Data Label
803d26f8			WaterWidth								Data Label
80167d50			__AXSrcCycles								Data Label
803d3f18			ArenaStart								Data Label
803d18a0			DBTimers								Data Label
803d4278			__GXCurrentThread								Data Label
803d47d0			plr_tocam_turn								Data Label
803d44c0			in_speed								Data Label
803d27a4			ForcePlayRecord								Data Label
803d391c			@97								Data Label
80133548			campos_SPACE								Data Label
803d3d48			dynamicWaterFlipState								Data Label
801334d8			cutscene_locatorfns								Data Label
803d4ec8			C5								Data Label
80166708			@10								Data Label
803d2980			jeepsfx								Data Label
803d4a24			balls								Data Label
803d3cb8			CamAngY.550								Data Label
8012e4a8			KoiCarpAnim								Data Label
803d2b88			SeekTiltZNonZero								Data Label
80134ad8			GameCut_FIRE_4CRYSTALS								Data Label
803d2bac			jonemit								Data Label
803d43b0			bonus_duration								Data Label
803d45e4			WUMPACOUNT								Data Label
8016aa50			@405								Data Label
803d46a8			plr_bonusgem								Data Label
8021ad60			CmdProbeDevice								Data Label
803d3328			GS_WorldMatIsIdentity								Data Label
803d3124			rndr_blend_shape_deformer_wt_ptrs_cnt								Data Label
80144cec			WBMASKEYES								Data Label
803d281c			i_tb_code								Data Label
803d30ec			stenitem_cnt								Data Label
803d2fcc			edanim_emitrotz								Data Label
8010e378			D3DTEXTUREDIRECTENCODE								Data Label
803d4144			__AR_FreeBlocks								Data Label
803cd6c0			xfer_buffer								Data Label
8012e190			ButterflyAnim								Data Label
803d2678			DropAdj								Data Label
803d280c			enable_bumpmap								Data Label
803d32d0			DemoStatEnable								Data Label
803d56c4			@122								Data Label
803d4804			WBIntroOn								Data Label
803d4a10			edobj_next_instance								Data Label
803d31fc			nusound_fade_end								Data Label
8016caac			RetA.172								Data Label
80318dd8			vNEWMASK								Data Label
803d31e4			peakallocaddr								Data Label
803d4310			DrainDamage_Intro								Data Label
80119cd0			D3DDIRTYFROMRENDERSTATE								Data Label
803d4728			WallOfFireAttatched								Data Label
803d4384			pCam								Data Label
801180ac			D3DDIRTYFROMTEXTURESTATE								Data Label
8013c750			FIREBOSSSCALE								Data Label
803d4db0			ivln2_l								Data Label
8011b1b8			D3DSIMPLERENDERSTATEENCODE								Data Label
803d4878			CamOveride								Data Label
80136c30			v001								Data Label
801331e4			csc_intro2								Data Label
8011b300			D3DTEXTUREDIRECTENCODE								Data Label
801196a0			D3DSIMPLERENDERSTATEENCODE								Data Label
80161d08			REMAP_TSUNAMI								Data Label
803d5640			@99								Data Label
803d49c0			edSfxLevelTab								Data Label
80161de4			REMAP_FRONTEND								Data Label
80166ab8			@794								Data Label
803d2e18			WBDISTANCEYSPEED								Data Label
803d39a8			GXTexImage1Ids								Data Label
803d1d0c			matView								Data Label
803d4658			gempath_pPLAT								Data Label
8011fe38			D3DSIMPLERENDERSTATEENCODE								Data Label
80214b80			__AMZeroBuffer								Data Label
803d31a4			nufile_buffering_enabled								Data Label
803d31e0			highallocaddr								Data Label
80161d64			REMAP_RUMBLEINTHEROKS								Data Label
803d4c18			pS0								Data Label
801374f4			SeaShellShenanigansModelList								Data Label
803d4c40			pS5								Data Label
8012d908			SnowHogAnim								Data Label
803d1710			timers								Data Label
803d2444			font3d_initialised								Data Label
803d2768			SLOTPANELDY								Data Label
8016aaf8			@459								Data Label
803cce68			GS_LightViewMat								Data Label
803d41b0			__AXAuxCpuReadWritePosition								Data Label
80166f14			@807								Data Label
803d5790			@219								Data Label
803d2abc			disable_safearea_clamp								Data Label
8032d3e8			AshesMechInPos								Data Label
8011a610			D3DDIRTYFROMTEXTURESTATE								Data Label
803d337c			lightnegy								Data Label
803d28bc			mg_friction								Data Label
8011b948			D3DSIMPLERENDERSTATEENCODE								Data Label
803d56e0			@83								Data Label
803d2820			i_tb_draw								Data Label
8016705c			@811								Data Label
80134938			GameCut_FIRE_2CRYSTALS								Data Label
8012c344			tntsfxtime								Data Label
8012ef58			SpaceIconAnim								Data Label
803d3e49			__DTKVolumeR								Data Label
80167a24			@37								Data Label
803d235c			FALLONCRATEBREAKSPEED								Data Label
803d405c			NextCommandNumber								Data Label
803d4a64			PlatImpactId								Data Label
803d312c			nurndr_forced_mtl								Data Label
803d26d4			BOSSANGRYVOL								Data Label
8015fa30			janim_arrayHGobjEval2								Data Label
803d2acc			PAUSENAMEY								Data Label
8012a9f8			space_buttonpos								Data Label
803d5130			invpio2								Data Label
803d4464			plr_items								Data Label
80337980			FireBoss								Data Label
803d45e8			game								Data Label
803d3230			tb_peak_reset								Data Label
803d2b2c			PANELRINGY								Data Label
8016abe8			@16								Data Label
803d472c			WallOfFireHurtTimer								Data Label
803d41a4			__AXAuxBDspRead								Data Label
803d22c0			temp_rail_end								Data Label
8016aa40			...data.0								Data Label
80119a40			D3DDIRTYFROMRENDERSTATE								Data Label
80355470			VehicleMask								Data Label
803d26cc			BREAKVOL								Data Label
8021abc0			Prev								Data Label
